	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [16, 71, 98, 66, 42, 59, 113, 105, 58, 107, 36, 132, 89, 93, 4, 6, 142, 115, 12, 26, 37, 44, 92, 80, 32, 141, 133, 149, 126, 11, 148, 69, 108, 8, 57, 143, 117, 118, 70, 138, 64, 21, 3, 109, 29, 77, 65, 84, 129, 79, 39, 116, 151, 130, 35, 100, 14, 106, 31, 45, 47, 121, 15, 17, 87, 28, 102, 40, 52, 27, 61, 43, 81, 73, 49, 46, 85, 9, 23, 24, 82, 97, 122, 18, 150, 48, 103, 139, 136, 146, 76, 110, 112, 123, 91, 135, 30, 19, 145, 1, 99, 72, 54, 83, 13, 128, 120, 63, 101, 104, 67, 74, 53, 131, 10, 41, 33, 38, 60, 88, 147, 68, 50, 56, 34, 96, 75, 0, 125, 124, 22, 119, 140, 2, 114, 127, 94, 5, 7, 25, 55, 62, 78, 90, 144, 111, 95, 137, 134, 86, 51, 20]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.6s | Train: skip eval | Valid: time=  0.3s loss=2.489, TAw acc=  8.7% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.463, TAw acc= 15.7% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.448, TAw acc= 25.2% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.428, TAw acc= 14.8% | *
| Epoch   5, time=  0.4s | Train: skip eval | Valid: time=  0.3s loss=2.407, TAw acc= 23.5% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.376, TAw acc= 34.8% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.358, TAw acc= 43.5% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.335, TAw acc= 27.0% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.321, TAw acc= 20.0% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.278, TAw acc= 42.6% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.249, TAw acc= 27.0% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.220, TAw acc= 40.0% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.185, TAw acc= 27.0% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.171, TAw acc= 24.3% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.120, TAw acc= 44.3% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.085, TAw acc= 43.5% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.027, TAw acc= 46.1% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.989, TAw acc= 49.6% | *
