	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [626, 572, 69, 623, 274, 300, 537, 363, 605, 833, 483, 822, 190, 384, 56, 90, 586, 548, 284, 824, 808, 589, 283, 95, 526, 387, 356, 3, 601, 810, 667, 717, 297, 173, 565, 704, 492, 313, 287, 186, 299, 679, 437, 844, 119, 542, 30, 276, 370, 849, 587, 100, 380, 234, 650, 150, 598, 498, 785, 545, 464, 228, 576, 298, 142, 48, 781, 811, 117, 418, 379, 410, 599, 203, 463, 195, 603, 378, 165, 93, 801, 208, 362, 366, 39, 479, 168, 301, 806, 383, 414, 321, 653, 736, 876, 429, 656, 646, 837, 664, 180, 306, 655, 522, 815, 457, 114, 33, 486, 113, 303, 802, 145, 393, 497, 711, 94, 588, 859, 580, 828, 442, 262, 888, 258, 648, 766, 224, 242, 91, 563, 866, 82, 431, 865, 864, 892, 229, 353, 499, 631, 635, 685, 597, 35, 749, 172, 763, 156, 7, 26, 390, 85, 333, 368, 789, 161, 44, 282, 779, 578, 385, 530, 316, 860, 227, 682, 606, 748, 340, 285, 51, 691, 198, 407, 628, 335, 65, 350, 710, 373, 451, 402, 19, 381, 411, 504, 430, 162, 215, 101, 66, 821, 680, 827, 339, 452, 67, 151, 636, 6, 554, 867, 533, 248, 506, 64, 688, 50, 473, 758, 634, 92, 520, 153, 567, 715, 645, 348, 140, 443, 534, 131, 11, 160, 531, 571, 292, 263, 875, 861, 618, 409, 188, 294, 355, 377, 523, 244, 593, 677, 777, 595, 207, 600, 829, 585, 738, 684, 816, 509, 342, 423, 32, 813, 177, 192, 9, 602, 743, 102, 539, 295, 201, 716, 293, 514, 319, 420, 889, 721, 719, 226, 478, 661, 753, 88, 296, 406, 482, 43, 767, 273, 570, 733, 10, 496, 799, 881, 625, 579, 759, 776, 470, 22, 191, 199, 27, 159, 620, 500, 732, 730, 338, 41, 408, 265, 783, 574, 324, 23, 330, 630, 37, 166, 155, 322, 640, 267, 489, 77, 698, 235, 99, 727, 772, 211, 38, 115, 277, 106, 524, 358, 769, 415, 629, 768, 326, 405, 311, 323, 18, 458, 797, 241, 236, 144, 851, 516, 820, 288, 521, 778, 441, 532, 5, 20, 476, 804, 217, 862, 256, 842, 404, 126, 352, 213, 528, 435, 564, 569, 359, 543, 8, 701, 147, 83, 544, 466, 347, 400, 320, 850, 853, 158, 546, 880, 517, 887, 869, 388, 124, 525, 501, 741, 24, 328, 557, 125, 737, 440, 111, 807, 432, 610, 334, 575, 791, 590, 839, 705, 58, 745, 54, 374, 52, 28, 616, 647, 592, 686, 660, 45, 419, 98, 836, 454, 714, 63, 568, 654, 709, 608, 128, 488, 775, 243, 798, 343, 97, 566, 219, 84, 468, 751, 364, 185, 697, 659, 890, 137, 699, 639, 690, 40, 182, 345, 13, 583, 657, 796, 604, 740, 795, 68, 800, 167, 855, 427, 279, 747, 395, 790, 846, 835, 391, 214, 694, 220, 135, 742, 718, 562, 665, 249, 36, 133, 840, 272, 695, 556, 205, 110, 257, 750, 86, 247, 130, 726, 834, 676, 255, 858, 433, 118, 204, 120, 154, 561, 79, 712, 723, 233, 838, 315, 139, 398, 55, 700, 870, 425, 129, 607, 122, 309, 171, 318, 770, 830, 253, 132, 302, 34, 53, 196, 611, 774, 136, 877, 357, 325, 812, 609, 805, 823, 490, 349, 818, 724, 518, 327, 42, 637, 317, 62, 515, 594, 841, 689, 96, 46, 152, 752, 854, 252, 538, 845, 446, 471, 663, 175, 465, 197, 746, 223, 89, 344, 678, 582, 57, 0, 47, 731, 510, 559, 584, 87, 591, 157, 31, 527, 503, 354, 644, 692, 212, 485, 49, 658, 376, 674, 672, 25, 642, 651, 261, 245, 401, 336, 304, 134, 832, 702, 475, 882, 494, 438, 312, 266, 847, 181, 893, 424, 535, 493, 76, 817, 511, 346, 116, 164, 447, 459, 74, 149, 467, 307, 148, 728, 555, 495, 369, 683, 536, 107, 308, 61, 238, 739, 871, 734, 141, 713, 200, 708, 456, 4, 878, 487, 633, 673, 239, 803, 883, 187, 184, 627, 183, 551, 707, 868, 351, 403, 286, 760, 71, 176, 720, 662, 519, 291, 852, 891, 270, 491, 12, 394, 652, 189, 502, 389, 225, 754, 619, 78, 426, 508, 80, 638, 613, 725, 596, 649, 269, 193, 614, 461, 670, 375, 874, 643, 472, 477, 251, 788, 439, 365, 513, 624, 281, 547, 444, 884, 762, 21, 170, 428, 422, 681, 541, 232, 617, 278, 764, 552, 771, 169, 787, 275, 59, 761, 143, 60, 397, 280, 512, 809, 413, 448, 289, 17, 29, 872, 755, 706, 314, 668, 879, 259, 332, 529, 268, 857, 484, 856, 669, 831, 210, 765, 290, 421, 392, 612, 819, 222, 108, 826, 194, 73, 632, 455, 480, 581, 735, 361, 722, 16, 792, 399, 246, 417, 703, 885, 386, 271, 382, 237, 138, 843, 310, 174, 744, 773, 434, 240, 121, 469, 573, 886, 331, 622, 553, 206, 341, 109, 460, 70, 505, 462, 621, 507, 729, 371, 260, 780, 693, 577, 794, 453, 221, 445, 179, 305, 782, 367, 757, 863, 666, 756, 793, 549, 337, 372, 178, 825, 671, 14, 216, 1, 696, 550, 814, 202, 687, 396, 450, 474, 329, 104, 558, 416, 449, 784, 112, 675, 230, 146, 360, 123, 873, 641, 615, 2, 75, 209, 436, 72, 412, 848, 127, 218, 250, 15, 481, 81, 105, 560, 264, 540, 231, 786, 103, 163, 254]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=3.530, TAw acc=  4.4% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.519, TAw acc=  4.4% | *
| Epoch   3, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.508, TAw acc=  4.4% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.497, TAw acc=  4.4% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.486, TAw acc=  4.4% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.475, TAw acc=  4.4% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.464, TAw acc=  4.4% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.453, TAw acc=  4.4% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.442, TAw acc=  4.4% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.432, TAw acc=  4.4% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.421, TAw acc=  3.7% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.410, TAw acc=  2.9% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.400, TAw acc=  1.5% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.389, TAw acc=  2.2% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.379, TAw acc=  2.2% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.369, TAw acc=  2.2% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.359, TAw acc=  3.7% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.349, TAw acc=  5.9% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.339, TAw acc=  5.9% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.329, TAw acc=  7.4% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.319, TAw acc= 10.3% | *
| Epoch  22, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.309, TAw acc= 15.4% | *
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.300, TAw acc= 14.7% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.290, TAw acc= 14.7% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.281, TAw acc= 15.4% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.271, TAw acc= 15.4% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.262, TAw acc= 15.4% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.253, TAw acc= 15.4% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.244, TAw acc= 16.2% | *
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.235, TAw acc= 16.2% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.226, TAw acc= 16.2% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.217, TAw acc= 16.2% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.208, TAw acc= 16.2% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.200, TAw acc= 16.2% | *
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.191, TAw acc= 16.2% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.183, TAw acc= 16.2% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.174, TAw acc= 16.2% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.166, TAw acc= 16.2% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.158, TAw acc= 16.2% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.150, TAw acc= 16.2% | *
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.142, TAw acc= 16.2% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.134, TAw acc= 16.2% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.126, TAw acc= 16.2% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.118, TAw acc= 16.2% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.110, TAw acc= 15.4% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.102, TAw acc= 15.4% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.094, TAw acc= 15.4% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.086, TAw acc= 15.4% | *
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.079, TAw acc= 15.4% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.071, TAw acc= 16.2% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.064, TAw acc= 16.2% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.056, TAw acc= 16.2% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.049, TAw acc= 16.9% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.042, TAw acc= 16.9% | *
