	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [137, 118, 73, 94, 19, 92, 101, 150, 56, 58, 67, 104, 9, 86, 147, 114, 79, 120, 18, 65, 49, 144, 95, 27, 140, 110, 12, 96, 42, 2, 100, 131, 3, 37, 127, 40, 89, 75, 139, 81, 11, 70, 7, 90, 112, 26, 63, 71, 146, 59, 93, 117, 31, 121, 132, 119, 125, 85, 25, 41, 135, 97, 109, 98, 91, 17, 53, 128, 113, 36, 126, 4, 83, 57, 76, 107, 23, 24, 72, 10, 44, 102, 141, 124, 133, 51, 77, 15, 43, 1, 88, 28, 54, 29, 68, 21, 30, 148, 69, 33, 22, 134, 45, 99, 143, 87, 14, 46, 130, 13, 105, 35, 48, 84, 64, 116, 123, 16, 145, 0, 142, 39, 60, 78, 115, 50, 149, 103, 61, 122, 38, 6, 66, 111, 62, 138, 74, 108, 20, 52, 129, 55, 5, 80, 32, 106, 82, 151, 136, 47, 8, 34]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=2.453, TAw acc=  7.8% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.1s loss=2.417, TAw acc= 22.6% | *
| Epoch   3, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.384, TAw acc= 20.9% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.356, TAw acc= 33.9% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.323, TAw acc= 52.2% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.276, TAw acc= 46.1% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.230, TAw acc= 53.0% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.188, TAw acc= 65.2% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.158, TAw acc= 44.3% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.089, TAw acc= 51.3% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.027, TAw acc= 64.3% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.966, TAw acc= 63.5% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.909, TAw acc= 67.0% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.867, TAw acc= 53.9% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.793, TAw acc= 64.3% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.724, TAw acc= 66.1% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.648, TAw acc= 81.7% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.588, TAw acc= 87.8% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.534, TAw acc= 73.0% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.461, TAw acc= 81.7% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.401, TAw acc= 80.0% | *
| Epoch  22, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.348, TAw acc= 79.1% | *
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.302, TAw acc= 87.0% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.277, TAw acc= 76.5% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.240, TAw acc= 70.4% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.157, TAw acc= 85.2% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.117, TAw acc= 79.1% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.067, TAw acc= 88.7% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.029, TAw acc= 87.0% | *
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.970, TAw acc= 89.6% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.926, TAw acc= 90.4% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.889, TAw acc= 92.2% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.876, TAw acc= 90.4% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.844, TAw acc= 89.6% | *
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.818, TAw acc= 88.7% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.770, TAw acc= 80.0% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.739, TAw acc= 81.7% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.711, TAw acc= 89.6% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.698, TAw acc= 88.7% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.665, TAw acc= 80.9% | *
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.655, TAw acc= 88.7% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.618, TAw acc= 88.7% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.606, TAw acc= 83.5% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.579, TAw acc= 90.4% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.552, TAw acc= 92.2% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.526, TAw acc= 91.3% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.517, TAw acc= 91.3% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.523, TAw acc= 88.7% |
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.485, TAw acc= 92.2% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.470, TAw acc= 90.4% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.457, TAw acc= 91.3% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.456, TAw acc= 91.3% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.441, TAw acc= 90.4% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.423, TAw acc= 92.2% | *
