	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [93, 3, 132, 57, 52, 128, 138, 125, 124, 104, 2, 42, 54, 130, 98, 141, 39, 72, 4, 60, 19, 29, 71, 142, 16, 53, 22, 91, 109, 103, 145, 121, 101, 13, 15, 149, 127, 76, 44, 41, 116, 82, 8, 0, 43, 136, 49, 21, 36, 80, 131, 113, 5, 95, 97, 137, 51, 92, 140, 94, 34, 143, 61, 111, 6, 55, 25, 20, 37, 139, 78, 14, 135, 134, 67, 105, 86, 32, 148, 150, 35, 10, 45, 120, 88, 99, 133, 56, 87, 151, 96, 48, 85, 66, 100, 7, 58, 115, 18, 47, 63, 118, 117, 17, 9, 110, 106, 112, 26, 108, 81, 30, 90, 77, 89, 79, 84, 73, 75, 122, 11, 123, 144, 102, 28, 40, 146, 69, 1, 24, 62, 119, 33, 147, 50, 70, 38, 129, 27, 64, 46, 65, 23, 114, 12, 83, 68, 31, 59, 126, 107, 74]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.8s | Train: skip eval | Valid: time=  0.2s loss=2.456, TAw acc= 27.8% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.431, TAw acc= 17.4% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.400, TAw acc= 41.7% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.374, TAw acc= 54.8% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.343, TAw acc= 51.3% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.299, TAw acc= 41.7% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.260, TAw acc= 34.8% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.230, TAw acc= 40.0% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.193, TAw acc= 43.5% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.135, TAw acc= 54.8% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.087, TAw acc= 47.8% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=2.027, TAw acc= 42.6% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.977, TAw acc= 44.3% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.924, TAw acc= 53.9% | *
