	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [101, 43, 97, 54, 117, 68, 99, 64, 15, 62, 131, 29, 23, 102, 24, 134, 6, 81, 125, 47, 63, 53, 84, 18, 143, 120, 114, 14, 135, 137, 107, 77, 108, 25, 127, 113, 22, 76, 100, 145, 48, 9, 149, 105, 41, 0, 70, 140, 87, 32, 126, 119, 1, 80, 58, 82, 93, 110, 12, 142, 55, 65, 7, 51, 92, 83, 13, 56, 49, 118, 88, 94, 138, 66, 73, 39, 16, 98, 133, 139, 129, 124, 79, 5, 59, 50, 19, 33, 3, 4, 91, 74, 72, 116, 150, 34, 85, 141, 146, 71, 130, 144, 37, 44, 123, 112, 17, 38, 10, 96, 40, 57, 2, 27, 11, 75, 61, 122, 46, 128, 103, 109, 86, 106, 45, 69, 20, 151, 78, 52, 8, 42, 26, 95, 90, 28, 21, 115, 121, 111, 136, 60, 30, 147, 67, 132, 35, 148, 36, 31, 104, 89]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.8s | Train: skip eval | Valid: time=  0.2s loss=2.481, TAw acc=  9.6% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.456, TAw acc= 20.9% | *
| Epoch   3, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.435, TAw acc= 12.2% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.407, TAw acc= 26.1% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.388, TAw acc= 15.7% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.353, TAw acc= 30.4% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.334, TAw acc= 43.5% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.312, TAw acc= 23.5% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.290, TAw acc= 30.4% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.244, TAw acc= 33.9% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.216, TAw acc= 29.6% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.186, TAw acc= 51.3% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.150, TAw acc= 28.7% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.131, TAw acc= 43.5% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.083, TAw acc= 54.8% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.047, TAw acc= 31.3% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.007, TAw acc= 51.3% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.968, TAw acc= 61.7% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.930, TAw acc= 59.1% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.891, TAw acc= 66.1% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.853, TAw acc= 62.6% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.827, TAw acc= 52.2% | *
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.795, TAw acc= 67.8% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.779, TAw acc= 64.3% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.764, TAw acc= 56.5% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.685, TAw acc= 67.8% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.665, TAw acc= 49.6% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.615, TAw acc= 71.3% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.593, TAw acc= 53.0% | *
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.532, TAw acc= 84.3% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.487, TAw acc= 67.0% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.453, TAw acc= 86.1% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.442, TAw acc= 75.7% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=1.419, TAw acc= 67.0% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.343, TAw acc= 80.9% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.315, TAw acc= 73.0% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.287, TAw acc= 79.1% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.258, TAw acc= 79.1% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.199, TAw acc= 85.2% | *
