	dataset_config: {'path': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'path_test': '/home/fr27/Documents/pyscript/wisdm/dataset/arff_files/phone/accel/all.csv', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [364, 356, 685, 633, 859, 39, 531, 40, 300, 285, 793, 632, 259, 221, 717, 659, 494, 384, 886, 535, 606, 580, 26, 661, 736, 386, 256, 138, 819, 165, 818, 27, 544, 569, 147, 358, 113, 469, 167, 414, 268, 115, 602, 336, 586, 603, 38, 427, 295, 726, 816, 315, 467, 21, 621, 572, 84, 540, 332, 173, 45, 55, 85, 756, 644, 496, 105, 329, 575, 623, 733, 23, 826, 890, 331, 235, 187, 151, 348, 710, 806, 149, 520, 2, 16, 860, 52, 745, 362, 412, 361, 862, 716, 556, 383, 594, 351, 236, 314, 796, 487, 578, 869, 25, 128, 634, 846, 658, 246, 484, 199, 106, 530, 288, 176, 504, 440, 887, 596, 551, 266, 284, 781, 219, 75, 270, 836, 13, 609, 454, 262, 96, 399, 41, 349, 802, 573, 866, 767, 709, 683, 624, 340, 758, 70, 104, 380, 306, 523, 513, 299, 883, 828, 875, 833, 635, 465, 735, 511, 95, 9, 272, 788, 729, 121, 762, 260, 429, 549, 154, 15, 863, 507, 99, 51, 62, 574, 722, 458, 166, 490, 840, 789, 136, 457, 238, 119, 576, 143, 86, 475, 355, 396, 223, 18, 463, 585, 630, 619, 224, 528, 629, 627, 684, 247, 452, 227, 33, 359, 190, 536, 838, 163, 278, 604, 874, 264, 57, 801, 405, 325, 607, 263, 687, 282, 198, 837, 545, 453, 93, 730, 498, 310, 512, 98, 333, 234, 232, 382, 367, 323, 407, 283, 553, 508, 693, 797, 772, 446, 394, 112, 261, 450, 853, 424, 589, 141, 134, 210, 743, 499, 555, 54, 805, 533, 795, 277, 186, 257, 116, 81, 132, 174, 639, 649, 157, 608, 371, 403, 480, 739, 738, 825, 563, 372, 616, 145, 873, 678, 4, 381, 672, 65, 439, 648, 204, 360, 324, 483, 49, 7, 241, 539, 311, 514, 479, 194, 809, 292, 137, 301, 506, 695, 8, 3, 265, 679, 782, 720, 697, 879, 92, 162, 87, 240, 249, 601, 184, 774, 794, 724, 500, 871, 422, 651, 568, 334, 554, 614, 320, 135, 485, 670, 657, 755, 488, 671, 673, 800, 668, 447, 798, 90, 191, 438, 497, 130, 711, 655, 17, 43, 791, 83, 708, 532, 522, 169, 218, 258, 279, 180, 280, 212, 527, 843, 286, 652, 215, 216, 727, 611, 771, 80, 750, 510, 460, 36, 395, 293, 5, 274, 464, 848, 418, 752, 302, 76, 196, 298, 428, 303, 598, 377, 72, 181, 667, 183, 618, 689, 400, 790, 841, 390, 248, 206, 64, 148, 1, 617, 493, 492, 305, 654, 858, 461, 71, 486, 666, 179, 205, 830, 878, 515, 67, 226, 19, 353, 538, 32, 313, 103, 290, 813, 759, 131, 625, 593, 338, 777, 570, 271, 481, 495, 6, 808, 737, 91, 845, 182, 831, 14, 448, 317, 101, 193, 150, 824, 642, 250, 444, 732, 884, 378, 159, 197, 686, 718, 876, 242, 567, 765, 88, 579, 214, 339, 376, 11, 369, 769, 211, 646, 139, 12, 50, 590, 397, 741, 254, 451, 749, 489, 713, 502, 127, 321, 681, 660, 388, 628, 416, 703, 410, 605, 350, 374, 706, 865, 638, 455, 571, 723, 643, 476, 815, 615, 491, 822, 541, 595, 433, 42, 728, 442, 804, 48, 61, 156, 77, 337, 546, 53, 823, 426, 419, 653, 560, 645, 559, 719, 161, 477, 466, 509, 810, 688, 0, 893, 398, 852, 662, 501, 177, 557, 172, 153, 344, 294, 566, 529, 839, 158, 328, 123, 168, 202, 712, 881, 640, 281, 864, 803, 707, 861, 401, 854, 420, 133, 880, 276, 820, 152, 445, 647, 581, 316, 543, 160, 59, 357, 597, 674, 792, 747, 877, 650, 811, 665, 842, 122, 473, 768, 714, 550, 341, 94, 599, 309, 10, 287, 34, 456, 345, 126, 273, 63, 561, 443, 89, 430, 44, 851, 69, 764, 124, 192, 406, 850, 548, 565, 22, 542, 505, 60, 786, 748, 584, 107, 641, 343, 855, 255, 408, 691, 175, 734, 518, 761, 155, 636, 239, 856, 251, 209, 537, 721, 715, 82, 208, 368, 347, 778, 588, 612, 233, 312, 558, 766, 220, 114, 587, 66, 432, 140, 228, 79, 676, 370, 201, 582, 373, 230, 832, 417, 626, 610, 817, 413, 692, 704, 37, 701, 746, 669, 120, 631, 392, 564, 827, 207, 379, 237, 73, 387, 385, 780, 891, 58, 404, 849, 24, 231, 389, 577, 29, 783, 462, 675, 297, 267, 188, 503, 125, 754, 526, 46, 867, 872, 656, 425, 441, 244, 868, 591, 677, 252, 760, 857, 217, 664, 562, 354, 30, 431, 519, 471, 525, 291, 28, 108, 700, 129, 583, 111, 470, 275, 663, 620, 742, 308, 482, 680, 773, 757, 200, 35, 178, 892, 170, 330, 117, 474, 829, 365, 346, 888, 835, 375, 68, 812, 144, 763, 436, 97, 322, 787, 434, 516, 307, 770, 109, 222, 335, 289, 731, 753, 517, 885, 776, 799, 31, 326, 415, 189, 363, 744, 807, 552, 702, 435, 421, 411, 784, 318, 779, 342, 74, 622, 47, 319, 682, 521, 409, 56, 402, 882, 844, 775, 304, 814, 472, 253, 613, 847, 110, 870, 785, 327, 185, 889, 225, 547, 245, 352, 195, 171, 391, 534, 690, 592, 637, 740, 725, 459, 146, 164, 478, 78, 696, 100, 296, 705, 393, 698, 751, 600, 821, 449, 834, 142, 203, 102, 524, 229, 694, 118, 423, 213, 468, 366, 699, 437, 20, 269, 243]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=91, out_features=1000, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.4s | Train: skip eval | Valid: time=  0.2s loss=3.542, TAw acc=  3.9% | *
| Epoch   2, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.532, TAw acc=  3.9% | *
| Epoch   3, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.522, TAw acc=  3.9% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.512, TAw acc=  3.9% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.503, TAw acc=  4.5% | *
| Epoch   6, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.493, TAw acc=  5.8% | *
| Epoch   7, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.483, TAw acc=  7.1% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.474, TAw acc=  8.4% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.464, TAw acc= 10.3% | *
| Epoch  10, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.455, TAw acc= 11.0% | *
| Epoch  11, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.445, TAw acc= 11.0% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.436, TAw acc= 11.0% | *
| Epoch  13, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.427, TAw acc= 11.6% | *
| Epoch  14, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.417, TAw acc= 11.6% | *
| Epoch  15, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.408, TAw acc= 12.3% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.399, TAw acc= 12.3% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.390, TAw acc= 12.3% | *
| Epoch  18, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.381, TAw acc= 12.3% | *
| Epoch  19, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.372, TAw acc= 12.3% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.363, TAw acc= 12.3% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.354, TAw acc= 12.3% | *
| Epoch  22, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.346, TAw acc= 12.9% | *
| Epoch  23, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.337, TAw acc= 12.9% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.328, TAw acc= 13.5% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.320, TAw acc= 14.2% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.311, TAw acc= 14.2% | *
| Epoch  27, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.303, TAw acc= 14.8% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.294, TAw acc= 15.5% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.286, TAw acc= 16.1% | *
| Epoch  30, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.277, TAw acc= 16.1% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.269, TAw acc= 17.4% | *
| Epoch  32, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.261, TAw acc= 18.7% | *
| Epoch  33, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.253, TAw acc= 19.4% | *
| Epoch  34, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.245, TAw acc= 20.0% | *
| Epoch  35, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.237, TAw acc= 21.3% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.229, TAw acc= 21.9% | *
| Epoch  37, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.221, TAw acc= 21.9% | *
| Epoch  38, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.213, TAw acc= 22.6% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.205, TAw acc= 22.6% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.197, TAw acc= 22.6% | *
| Epoch  41, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.190, TAw acc= 23.2% | *
| Epoch  42, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.182, TAw acc= 24.5% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.175, TAw acc= 25.2% | *
| Epoch  44, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.167, TAw acc= 25.8% | *
| Epoch  45, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.160, TAw acc= 25.8% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.152, TAw acc= 26.5% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.145, TAw acc= 26.5% | *
| Epoch  48, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.138, TAw acc= 26.5% | *
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.130, TAw acc= 27.1% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.123, TAw acc= 27.1% | *
| Epoch  51, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.116, TAw acc= 27.7% | *
| Epoch  52, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.109, TAw acc= 27.7% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.102, TAw acc= 28.4% | *
| Epoch  54, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=3.095, TAw acc= 28.4% | *
