	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [9, 138, 118, 51, 82, 122, 81, 97, 35, 90, 19, 141, 15, 23, 1, 63, 117, 8, 148, 57, 53, 38, 94, 70, 72, 143, 75, 52, 26, 41, 37, 132, 50, 67, 71, 131, 64, 76, 113, 100, 74, 85, 92, 77, 28, 111, 16, 73, 60, 87, 42, 112, 115, 147, 31, 150, 11, 79, 146, 106, 142, 61, 40, 45, 103, 0, 133, 29, 104, 116, 130, 44, 32, 24, 102, 6, 99, 88, 4, 95, 68, 66, 127, 56, 119, 134, 3, 144, 14, 109, 108, 110, 139, 33, 124, 27, 43, 86, 39, 5, 120, 17, 135, 107, 129, 54, 2, 128, 22, 136, 12, 62, 20, 30, 69, 59, 10, 47, 105, 96, 125, 140, 114, 137, 65, 46, 55, 121, 89, 49, 145, 149, 98, 48, 25, 13, 151, 91, 34, 84, 7, 123, 21, 93, 36, 101, 18, 78, 80, 58, 126, 83]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=2.446, TAw acc= 20.0% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.400, TAw acc= 28.7% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.359, TAw acc= 37.4% | *
| Epoch   4, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.317, TAw acc= 40.9% | *
| Epoch   5, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.271, TAw acc= 36.5% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.202, TAw acc= 43.5% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.151, TAw acc= 44.3% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.104, TAw acc= 42.6% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.058, TAw acc= 38.3% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.965, TAw acc= 43.5% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.909, TAw acc= 39.1% | *
| Epoch  12, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=1.837, TAw acc= 47.8% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.783, TAw acc= 45.2% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.737, TAw acc= 48.7% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.664, TAw acc= 66.1% | *
| Epoch  16, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.607, TAw acc= 67.8% | *
| Epoch  17, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.546, TAw acc= 80.9% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.492, TAw acc= 82.6% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.427, TAw acc= 79.1% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.391, TAw acc= 80.0% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.333, TAw acc= 82.6% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.290, TAw acc= 99.1% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.259, TAw acc= 76.5% | *
| Epoch  24, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=1.242, TAw acc= 88.7% | *
| Epoch  25, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.196, TAw acc= 93.0% | *
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.128, TAw acc= 94.8% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.098, TAw acc= 99.1% | *
| Epoch  28, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.064, TAw acc= 76.5% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.059, TAw acc= 90.4% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.990, TAw acc= 90.4% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.955, TAw acc= 88.7% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.924, TAw acc= 83.5% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.915, TAw acc= 83.5% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.889, TAw acc= 78.3% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.831, TAw acc= 95.7% | *
| Epoch  36, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.810, TAw acc= 90.4% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.801, TAw acc= 85.2% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.757, TAw acc= 95.7% | *
| Epoch  39, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.727, TAw acc= 95.7% | *
| Epoch  40, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.704, TAw acc= 93.9% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.678, TAw acc= 96.5% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.662, TAw acc= 95.7% | *
| Epoch  43, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.666, TAw acc= 87.0% |
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.639, TAw acc= 93.0% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.616, TAw acc= 87.8% | *
| Epoch  46, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.578, TAw acc= 96.5% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.570, TAw acc= 91.3% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.544, TAw acc= 97.4% | *
| Epoch  49, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.535, TAw acc= 92.2% | *
| Epoch  50, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.520, TAw acc= 95.7% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.507, TAw acc= 94.8% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.503, TAw acc= 93.9% | *
| Epoch  53, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.469, TAw acc= 96.5% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.464, TAw acc= 96.5% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.569, TAw acc= 93.9% |
| Epoch  56, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.471, TAw acc= 98.3% |
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.423, TAw acc= 99.1% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.430, TAw acc= 99.1% |
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.399, TAw acc=100.0% | *
| Epoch  60, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.391, TAw acc= 99.1% | *
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.375, TAw acc= 96.5% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.373, TAw acc= 95.7% | *
| Epoch  63, time=  0.2s | Train: skip eval | Valid: time=  0.3s loss=0.357, TAw acc= 95.7% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.345, TAw acc= 97.4% | *
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.356, TAw acc= 99.1% |
