	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [92, 74, 138, 83, 150, 46, 78, 110, 36, 80, 125, 53, 120, 31, 68, 17, 140, 58, 2, 102, 11, 85, 6, 104, 40, 122, 107, 127, 73, 41, 23, 89, 13, 84, 14, 67, 137, 90, 32, 26, 61, 69, 88, 126, 112, 66, 87, 134, 38, 113, 121, 54, 7, 93, 94, 86, 119, 82, 52, 44, 24, 28, 10, 131, 60, 29, 96, 77, 75, 70, 16, 55, 47, 100, 128, 65, 20, 144, 108, 147, 143, 8, 1, 117, 133, 33, 76, 99, 132, 0, 59, 151, 145, 49, 79, 3, 43, 97, 63, 71, 35, 146, 103, 101, 98, 18, 30, 42, 48, 21, 45, 123, 116, 149, 37, 50, 139, 136, 129, 148, 5, 57, 15, 51, 81, 34, 91, 124, 106, 135, 114, 95, 118, 142, 115, 64, 141, 27, 19, 62, 12, 39, 111, 56, 9, 72, 130, 22, 105, 25, 109, 4]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.3s loss=2.468, TAw acc= 16.5% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.449, TAw acc= 10.4% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.432, TAw acc= 30.4% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.414, TAw acc= 12.2% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.398, TAw acc= 35.7% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.361, TAw acc= 28.7% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.338, TAw acc= 39.1% | *
| Epoch   8, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.314, TAw acc= 28.7% | *
| Epoch   9, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=2.294, TAw acc= 40.9% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.248, TAw acc= 52.2% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.212, TAw acc= 40.9% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.172, TAw acc= 52.2% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.133, TAw acc= 47.0% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.101, TAw acc= 55.7% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.054, TAw acc= 54.8% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.996, TAw acc= 49.6% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.924, TAw acc= 65.2% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.886, TAw acc= 63.5% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.822, TAw acc= 68.7% | *
| Epoch  20, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.753, TAw acc= 73.0% | *
| Epoch  21, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.694, TAw acc= 79.1% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.655, TAw acc= 65.2% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.591, TAw acc= 73.0% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.560, TAw acc= 68.7% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.516, TAw acc= 67.0% | *
| Epoch  26, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.436, TAw acc= 77.4% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.394, TAw acc= 68.7% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.314, TAw acc= 86.1% | *
| Epoch  29, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.281, TAw acc= 85.2% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.213, TAw acc= 87.0% | *
| Epoch  31, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.147, TAw acc= 89.6% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.113, TAw acc= 82.6% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.081, TAw acc= 83.5% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.057, TAw acc= 73.9% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.010, TAw acc= 78.3% | *
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.958, TAw acc= 88.7% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.925, TAw acc= 87.8% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.888, TAw acc= 89.6% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.865, TAw acc= 86.1% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.818, TAw acc= 95.7% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.798, TAw acc= 93.9% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.781, TAw acc= 94.8% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.731, TAw acc= 95.7% | *
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.728, TAw acc= 86.1% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.680, TAw acc= 91.3% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.638, TAw acc= 93.9% | *
| Epoch  47, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.621, TAw acc= 97.4% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.628, TAw acc= 95.7% |
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.587, TAw acc= 95.7% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.569, TAw acc= 95.7% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.554, TAw acc= 92.2% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.525, TAw acc= 97.4% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.524, TAw acc= 96.5% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.496, TAw acc= 96.5% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.516, TAw acc= 89.6% |
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.483, TAw acc= 95.7% | *
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.465, TAw acc= 98.3% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.456, TAw acc= 95.7% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.416, TAw acc=100.0% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.432, TAw acc= 93.9% |
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.402, TAw acc= 97.4% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.392, TAw acc= 97.4% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.378, TAw acc= 97.4% | *
| Epoch  64, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.390, TAw acc= 97.4% |
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.368, TAw acc= 96.5% | *
| Epoch  66, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.343, TAw acc= 97.4% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.337, TAw acc= 97.4% | *
| Epoch  68, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.325, TAw acc= 97.4% | *
| Epoch  69, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.310, TAw acc=100.0% | *
