	dataset_config: {'path': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'path_test': '/home/fr27/Documents/pyscript/har/DSADS/dsads.mat', 'resize': None, 'pad': None, 'crop': None, 'normalize': None, 'class_order': None, 'extend_channel': None, 'flip': False}
CLASS_ORDER: [24, 34, 96, 44, 127, 126, 1, 40, 69, 79, 116, 114, 131, 38, 137, 136, 104, 145, 6, 132, 37, 20, 12, 8, 7, 31, 45, 41, 65, 135, 138, 67, 93, 35, 75, 109, 121, 15, 140, 134, 148, 83, 47, 82, 16, 117, 76, 51, 53, 55, 54, 130, 139, 133, 105, 11, 56, 43, 113, 101, 94, 143, 90, 21, 2, 149, 123, 74, 77, 68, 95, 0, 84, 13, 72, 110, 39, 88, 106, 59, 122, 80, 52, 151, 22, 10, 42, 70, 29, 124, 112, 91, 129, 144, 36, 115, 27, 102, 33, 66, 17, 23, 86, 5, 9, 32, 25, 92, 125, 150, 4, 60, 118, 61, 19, 46, 111, 97, 99, 18, 71, 58, 73, 63, 120, 141, 98, 48, 26, 62, 78, 100, 3, 30, 128, 57, 107, 85, 146, 49, 64, 50, 28, 87, 103, 147, 108, 142, 89, 119, 14, 81]
======
LLL_Net(
  (model): SimpleMLP(
    (fc1): Linear(in_features=405, out_features=66, bias=True)
    (fc2): Sequential()
  )
  (heads): ModuleList()
)
======

************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time=  0.9s | Train: skip eval | Valid: time=  0.2s loss=2.472, TAw acc= 13.9% | *
| Epoch   2, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.444, TAw acc= 27.8% | *
| Epoch   3, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.415, TAw acc= 26.1% | *
| Epoch   4, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.391, TAw acc= 18.3% | *
| Epoch   5, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.363, TAw acc= 28.7% | *
| Epoch   6, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.321, TAw acc= 34.8% | *
| Epoch   7, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.286, TAw acc= 42.6% | *
| Epoch   8, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.262, TAw acc= 29.6% | *
| Epoch   9, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.228, TAw acc= 19.1% | *
| Epoch  10, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.169, TAw acc= 30.4% | *
| Epoch  11, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.133, TAw acc= 32.2% | *
| Epoch  12, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=2.078, TAw acc= 28.7% | *
| Epoch  13, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=2.045, TAw acc= 38.3% | *
| Epoch  14, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.994, TAw acc= 49.6% | *
| Epoch  15, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.942, TAw acc= 51.3% | *
| Epoch  16, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.895, TAw acc= 54.8% | *
| Epoch  17, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.845, TAw acc= 50.4% | *
| Epoch  18, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.804, TAw acc= 65.2% | *
| Epoch  19, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.754, TAw acc= 75.7% | *
| Epoch  20, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.707, TAw acc= 63.5% | *
| Epoch  21, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.664, TAw acc= 62.6% | *
| Epoch  22, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.629, TAw acc= 74.8% | *
| Epoch  23, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.598, TAw acc= 70.4% | *
| Epoch  24, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.545, TAw acc= 87.0% | *
| Epoch  25, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.510, TAw acc= 85.2% | *
| Epoch  26, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.473, TAw acc= 83.5% | *
| Epoch  27, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.448, TAw acc= 69.6% | *
| Epoch  28, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.413, TAw acc= 68.7% | *
| Epoch  29, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.376, TAw acc= 76.5% | *
| Epoch  30, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.324, TAw acc= 87.0% | *
| Epoch  31, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=1.292, TAw acc= 71.3% | *
| Epoch  32, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.251, TAw acc= 86.1% | *
| Epoch  33, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.248, TAw acc= 73.0% | *
| Epoch  34, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.226, TAw acc= 79.1% | *
| Epoch  35, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.165, TAw acc= 87.8% | *
| Epoch  36, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.143, TAw acc= 74.8% | *
| Epoch  37, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.125, TAw acc= 82.6% | *
| Epoch  38, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=1.094, TAw acc= 87.0% | *
| Epoch  39, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.047, TAw acc= 91.3% | *
| Epoch  40, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=1.023, TAw acc= 88.7% | *
| Epoch  41, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.990, TAw acc= 99.1% | *
| Epoch  42, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.964, TAw acc= 97.4% | *
| Epoch  43, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.972, TAw acc= 87.8% |
| Epoch  44, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.946, TAw acc= 85.2% | *
| Epoch  45, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.889, TAw acc= 89.6% | *
| Epoch  46, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.865, TAw acc= 94.8% | *
| Epoch  47, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.838, TAw acc= 87.0% | *
| Epoch  48, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.821, TAw acc= 97.4% | *
| Epoch  49, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.801, TAw acc= 87.0% | *
| Epoch  50, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.782, TAw acc= 92.2% | *
| Epoch  51, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.772, TAw acc= 87.8% | *
| Epoch  52, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.750, TAw acc= 88.7% | *
| Epoch  53, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.730, TAw acc= 90.4% | *
| Epoch  54, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.704, TAw acc= 87.0% | *
| Epoch  55, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.668, TAw acc= 98.3% | *
| Epoch  56, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.673, TAw acc= 90.4% |
| Epoch  57, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.639, TAw acc= 98.3% | *
| Epoch  58, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.616, TAw acc= 98.3% | *
| Epoch  59, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.600, TAw acc= 98.3% | *
| Epoch  60, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.613, TAw acc= 92.2% |
| Epoch  61, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.587, TAw acc= 96.5% | *
| Epoch  62, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.565, TAw acc= 93.0% | *
| Epoch  63, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.550, TAw acc= 93.0% | *
| Epoch  64, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.521, TAw acc= 96.5% | *
| Epoch  65, time=  0.3s | Train: skip eval | Valid: time=  0.2s loss=0.509, TAw acc= 97.4% | *
| Epoch  66, time=  0.2s | Train: skip eval | Valid: time=  0.2s loss=0.504, TAw acc= 93.0% | *
| Epoch  67, time=  0.3s | Train: skip eval | Valid: time=  0.3s loss=0.489, TAw acc= 96.5% | *
